"0"	5721.839999999999
"1"	5957.019999999999
"10"	5286.040000000002
"11"	5587.7300000000005
"12"	4643.879999999999
"13"	4314.950000000002
"14"	5036.01
"15"	5210.580000000001
"16"	5236.579999999999
"17"	4758.109999999999
"18"	4890.709999999998
"19"	5273.749999999999
"2"	5222.530000000002
"20"	4918.089999999999
"21"	4686.000000000001
"22"	4556.87
"23"	4011.0400000000004
"24"	5480.839999999997
"25"	5052.97
"26"	5732.1399999999985
"27"	4993.299999999998
"28"	5323.689999999998
"29"	5153.09
"3"	4679.769999999999
"30"	5445.419999999997
"31"	5455.89
"32"	5444.330000000004
"33"	5525.37
"34"	5351.109999999998
"35"	5840.95
"36"	4094.0400000000004
"37"	5446.749999999999
"38"	5038.080000000002
"39"	5990.140000000002
"4"	4625.410000000003
"40"	6310.089999999998
"41"	5219.7800000000025
"42"	5630.030000000002
"43"	5033.149999999999
"44"	4700.39
"45"	3443.5800000000004
"46"	5294.500000000002
"47"	4113.33
"48"	4455.870000000001
"49"	4699.329999999997
"5"	4999.460000000001
"50"	4898.419999999999
"51"	5165.17
"52"	5303.000000000001
"53"	4677.51
"54"	6808.630000000004
"55"	5413.0599999999995
"56"	4986.3499999999985
"57"	4173.21
"58"	5319.220000000001
"59"	5345.919999999998
"6"	5434.779999999998
"60"	4725.259999999999
"61"	5245.989999999998
"62"	4909.949999999998
"63"	5617.5999999999985
"64"	5675.660000000001
"65"	5547.78
"66"	4643.100000000001
"67"	4849.25
"68"	5904.089999999999
"69"	5194.499999999999
"7"	4366.25
"70"	5115.309999999999
"71"	6059.249999999998
"72"	5148.3099999999995
"73"	5847.330000000001
"74"	4430.399999999998
"75"	4678.439999999999
"76"	5032.869999999999
"77"	3835.91
"78"	4676.21
"79"	3632.5500000000006
"8"	5716.5099999999975
"80"	4177.56
"81"	5617.790000000002
"82"	4911.429999999999
"83"	4968.769999999998
"84"	5026.129999999997
"85"	5047.770000000001
"86"	5246.679999999999
"87"	4986.060000000001
"88"	5594.8099999999995
"89"	4913.12
"9"	4601.5999999999985
"90"	4991.77
"91"	4849.139999999999
"92"	4860.810000000002
"93"	6041.709999999999
"94"	4893.389999999998
"95"	4793.059999999998
"96"	4797.2
"97"	6332.359999999999
"98"	4452.2
"99"	4326.560000000002
