"00000"	"100076166"
"00000"	"10008270"
"00000"	"10011513"
"00000"	"100472518"
"00000"	"101200680"
"00000"	"101313660"
"00000"	"101338898"
"00000"	"101490730"
"00000"	"10163569"
"00000"	"101700545"
"00000"	"10175567"
"00000"	"10176342"
"00000"	"101856083"
"00000"	"10235922"
"00000"	"102605853"
"00000"	"10271599"
"00000"	"10291721"
"00000"	"102966624"
"00000"	"10312667"
"00000"	"10319013"
"00000"	"103283385"
"00000"	"10341927"
"00000"	"103546454"
"00000"	"103689535"
"00000"	"103967716"
"00000"	"103968238"
"00000"	"10410883"
"00000"	"104225051"
"00000"	"104381852"
"00000"	"104668830"
"00000"	"104874697"
"00000"	"104911775"
"00000"	"104926834"
"00000"	"10503334"
"00000"	"105357854"
"00000"	"10535948"
"00000"	"105539028"
"00000"	"10561627"
"00000"	"10647074"
"00000"	"10650470"
"00000"	"106594034"
"00000"	"10668762"
"00000"	"106707834"
"00000"	"106826450"
"00000"	"106986148"
"00000"	"10698721"
"00000"	"10706669"
"00000"	"10718137"
"00000"	"107230919"
"00000"	"107262947"
"00000"	"10726633"
"00000"	"107478497"
"00000"	"10755509"
"00000"	"10758064"
"00000"	"10758306"
"00000"	"107670201"
"00000"	"107740899"
"00000"	"108033103"
"00000"	"10804151"
"00000"	"108130698"
"00000"	"10820960"
"00000"	"10823862"
"00000"	"108600145"
"00000"	"10882834"
"00000"	"10892980"
"00000"	"10907033"
"00000"	"109094834"
"00000"	"109227358"
"00000"	"109257"
"00000"	"10928241"
"00000"	"109315614"
"00000"	"109498609"
"00000"	"109706419"
"00000"	"110111263"
"00000"	"110606067"
"00000"	"110627885"
"00000"	"11063600"
"00000"	"11147830"
"00000"	"11171705"
"00000"	"111736939"
"00000"	"11183499"
"00000"	"11186908"
"00000"	"112427248"
"00000"	"112475392"
"00000"	"11258117"
"00000"	"112640054"
"00000"	"112994562"
"00000"	"113821029"
"00000"	"11387533"
"00000"	"115026554"
"00000"	"11544503"
"00000"	"11551942"
"00000"	"11566437"
"00000"	"115915414"
"00000"	"116055093"
"00000"	"116105029"
"00000"	"11616877"
"00000"	"116195502"
"00000"	"116366774"
"00000"	"11645848"
"00000"	"116940928"
"00000"	"11700829"
"00000"	"11714074"
"00000"	"117151599"
"00000"	"117439187"
"00000"	"117457476"
"00000"	"11755849"
"00000"	"117915876"
"00000"	"11795166"
"00000"	"118058232"
"00000"	"118092685"
"00000"	"11834452"
"00000"	"118655005"
"00000"	"1187831"
"00000"	"118999550"
"00000"	"11902826"
"00000"	"11930041"
"00000"	"119731851"
"00000"	"11982567"
"00000"	"11990077"
"00000"	"12045419"
"00000"	"12073891"
"00000"	"12088138"
"00000"	"12104438"
"00000"	"12137214"
"00000"	"121548470"
"00000"	"1215578"
"00000"	"1218273"
"00000"	"12221010"
"00000"	"12230732"
"00000"	"12252142"
"00000"	"12262188"
"00000"	"12263438"
"00000"	"122814329"
"00000"	"12288011"
"00000"	"122902798"
"00000"	"122929047"
"00000"	"12295389"
"00000"	"12323002"
"00000"	"12324476"
"00000"	"12326361"
"00000"	"12326984"
"00000"	"123413683"
"00000"	"123555040"
"00000"	"12378014"
"00000"	"123920124"
"00000"	"124194195"
"00000"	"124388674"
"00000"	"12440992"
"00000"	"124508555"
"00000"	"124512112"
"00000"	"124609990"
"00000"	"124824046"
"00000"	"12494095"
"00000"	"125109318"
"00000"	"125157831"
"00000"	"125476959"
"00000"	"125513694"
"00000"	"125665416"
"00000"	"12582722"
"00000"	"125959951"
"00000"	"125963438"
"00000"	"126063246"
"00000"	"12627985"
"00000"	"126310290"
"00000"	"126562725"
"00000"	"126579447"
"00000"	"12663115"
"00000"	"126862707"
"00000"	"12705362"
"00000"	"12735907"
"00000"	"12751950"
"00000"	"12755760"
"00000"	"127589121"
"00000"	"12768502"
"00000"	"12769579"
"00000"	"127797986"
"00000"	"127974054"
"00000"	"12823172"
"00000"	"12828007"
"00000"	"128581107"
"00000"	"128591809"
"00000"	"128655261"
"00000"	"128687053"
"00000"	"129037804"
"00000"	"12932387"
"00000"	"129585296"
"00000"	"129996478"
"00000"	"130206505"
"00000"	"13052099"
"00000"	"130580709"
"00000"	"13067458"
"00000"	"13083774"
"00000"	"13086486"
"00000"	"130896439"
"00000"	"13090463"
"00000"	"13090722"
"00000"	"130928593"
"00000"	"13123520"
"00000"	"131316422"
"00000"	"13145462"
"00000"	"131621537"
"00000"	"13165279"
"00000"	"13188869"
"00000"	"131918038"
"00000"	"13212788"
"00000"	"132143256"
"00000"	"13218222"
"00000"	"13227438"
"00000"	"13234154"
"00000"	"132342738"
"00000"	"132413399"
"00000"	"13248506"
"00000"	"13256446"
"00000"	"132666740"
"00000"	"1326792"
"00000"	"132742452"
"00000"	"13276399"
"00000"	"132940802"
"00000"	"13295784"
"00000"	"132976622"
"00000"	"133215327"
"00000"	"13350979"
"00000"	"133692572"
"00000"	"13399651"
"00000"	"134257345"
"00000"	"134283698"
"00000"	"13444284"
"00000"	"134495783"
"00000"	"1349573"
"00000"	"135071606"
"00000"	"135324064"
"00000"	"13553031"
"00000"	"135593466"
"00000"	"136003214"
"00000"	"136015530"
"00000"	"136128980"
"00000"	"136145823"
"00000"	"136163800"
"00000"	"13629179"
"00000"	"1362930"
"00000"	"1362934"
"00000"	"13669861"
"00000"	"1369244"
"00000"	"137034066"
"00000"	"137240354"
"00000"	"137539904"
"00000"	"137633354"
"00000"	"13771685"
"00000"	"13772889"
"00000"	"137787006"
"00000"	"137838776"
"00000"	"13784852"
"00000"	"13802555"
"00000"	"138283471"
"00000"	"138363288"
"00000"	"138515971"
"00000"	"138763890"
"00000"	"13882461"
"00000"	"139408888"
"00000"	"139621449"
"00000"	"139639626"
"00000"	"13965910"
"00000"	"139701066"
"00000"	"139832697"
"00000"	"139836802"
"00000"	"140228897"
"00000"	"14041017"
"00000"	"140686222"
"00000"	"14072005"
"00000"	"141078958"
"00000"	"14127351"
"00000"	"141309623"
"00000"	"141318904"
"00000"	"141459801"
"00000"	"141714445"
"00000"	"14192052"
"00000"	"14214042"
"00000"	"142165066"
"00000"	"142344764"
"00000"	"14240064"
"00000"	"1425337"
"00000"	"14255784"
"00000"	"14286314"
"00000"	"14318799"
"00000"	"14321898"
"00000"	"143288682"
"00000"	"143532664"
"00000"	"14358485"
"00000"	"14374938"
"00000"	"143889821"
"00000"	"144066255"
"00000"	"144224785"
"00000"	"144247595"
"00000"	"1446243"
"00000"	"144748814"
